"episode","final_track_id","type","codec","language","track_name","source_track_id","action","applied_shift_ms","packet_matches","median_spread_ms"
"2","36","subtitles","SubRip/SRT","ja","Japanese","35","timing_corrected","-64","500","0.0"
"2","37","subtitles","SubRip/SRT","ja","Japanese (SDH)","36","timing_corrected","-64","501","0.0"
"2","38","subtitles","SubRip/SRT","pt-BR","Portuguese (Brazil) (Forced)","37","timing_corrected","-63","12","0.0"
"2","39","subtitles","SubRip/SRT","pt-BR","Portuguese (Brazil)","38","timing_corrected","-63","440","0.0"
"2","40","subtitles","SubRip/SRT","pt-BR","Portuguese (Brazil) (Dub)","39","timing_corrected","-63","396","0.0"
"2","41","subtitles","SubRip/SRT","pt-PT","Portuguese (Portugal)","40","timing_corrected","-63","430","0.0"
"2","42","subtitles","SubRip/SRT","pl","Polish","41","timing_corrected","-63","420","0.0"
"2","43","subtitles","SubRip/SRT","nl","Dutch","42","timing_corrected","-63","436","0.0"
"2","44","subtitles","SubRip/SRT","nb","Norwegian Bokm̴l","43","timing_corrected","-63","444","0.0"
"2","45","subtitles","SubRip/SRT","fi","Finnish","44","timing_corrected","-63","437","0.0"
"2","46","subtitles","SubRip/SRT","fil","Filipino","45","timing_corrected","-63","448","0.0"
"2","47","subtitles","SubRip/SRT","tr","Turkish","46","timing_corrected","-63","442","0.0"
"2","48","subtitles","SubRip/SRT","sv","Swedish","47","timing_corrected","-63","434","0.0"
"2","49","subtitles","SubRip/SRT","el","Greek","48","timing_corrected","-63","436","0.0"
"2","50","subtitles","SubRip/SRT","he","Hebrew","49","timing_corrected","-63","440","0.0"
"2","51","subtitles","SubRip/SRT","ro","Romanian","50","timing_corrected","-63","435","0.0"
"2","52","subtitles","SubRip/SRT","id-ID","Indonesian (Forced)","51","timing_corrected","-63","11","0.0"
"2","53","subtitles","SubRip/SRT","id-ID","Indonesian","52","timing_corrected","-63","437","0.0"
"2","54","subtitles","SubRip/SRT","id-ID","Indonesian (Dub)","53","timing_corrected","-63","396","0.0"
"2","55","subtitles","SubRip/SRT","th-TH","Thai (Forced)","54","timing_corrected","-63","12","0.0"
"2","56","subtitles","SubRip/SRT","th-TH","Thai","55","timing_corrected","-63","451","0.0"
"2","57","subtitles","SubRip/SRT","th-TH","Thai (Dub)","56","timing_corrected","-63","412","0.0"
"2","58","subtitles","SubRip/SRT","ko","Korean","57","timing_corrected","-63","436","0.0"
"2","59","subtitles","SubRip/SRT","da","Danish","58","timing_corrected","-63","436","0.0"
"2","60","subtitles","SubRip/SRT","zh-Hans","Chinese (Simplified)","59","timing_corrected","-63","445","0.0"
"2","61","subtitles","SubRip/SRT","zh-Hant","Chinese (Traditional)","60","timing_corrected","-63","451","0.0"
"2","62","subtitles","SubRip/SRT","vi-VN","Vietnamese","61","timing_corrected","-63","435","0.0"
"2","63","subtitles","SubRip/SRT","uk","Ukrainian","62","timing_corrected","-63","442","0.0"
"2","64","subtitles","SubRip/SRT","hu","Hungarian","63","timing_corrected","-63","435","0.0"
"2","65","subtitles","SubRip/SRT","cs","Czech","64","timing_corrected","-63","436","0.0"
"2","66","subtitles","SubRip/SRT","hr","Croatian","65","timing_corrected","-63","434","0.0"
"2","67","subtitles","SubRip/SRT","ms-MY","Malay","66","timing_corrected","-63","432","0.0"
"2","68","subtitles","SubRip/SRT","hi","Hindi (Forced)","67","timing_corrected","-63","11","0.0"
"2","69","subtitles","SubRip/SRT","hi","Hindi","68","timing_corrected","-63","446","0.0"
"3","1","audio","Opus","ja","Japanese","1","unchanged_timing","0","2232","0.0"
"3","2","audio","Opus","ja","Japanese 2.0 (Blu-ray)","","added","0","",""
"3","3","audio","Opus","en","English","2","timing_corrected","-32","2247","0.0"
"3","4","audio","Opus","es-419","Spanish (Latin America)","3","timing_corrected","-9","2248","0.0"
"3","5","audio","Opus","es-ES","Spanish (Spain)","4","timing_corrected","-54","2246","0.0"
"3","6","audio","Opus","ar-SA","Arabic","5","timing_corrected","-41","2247","0.0"
"3","7","audio","Opus","fr-FR","French (France)","6","timing_corrected","-32","2247","0.0"
"3","8","audio","Opus","de","German","7","timing_corrected","-53","2246","0.0"
"3","9","audio","Opus","it","Italian","8","timing_corrected","-53","2246","0.0"
"3","10","audio","Opus","pt-BR","Portuguese (Brazil)","9","timing_corrected","-53","2246","0.0"
"3","11","audio","Opus","id-ID","Indonesian","10","timing_corrected","-32","2247","0.0"
"3","12","audio","Opus","th-TH","Thai","11","timing_corrected","-41","2247","0.0"
"3","13","audio","Opus","hi","Hindi","12","timing_corrected","-53","2246","0.0"
"3","14","subtitles","SubRip/SRT","en","English (Forced)","13","timing_corrected","-63","5","0.0"
"3","15","subtitles","SubStationAlpha","en","English","14","timing_corrected","792","9530","0.0"
"3","16","subtitles","SubRip/SRT","en","English (SDH)","15","timing_corrected","-63","416","0.0"
"3","17","subtitles","SubStationAlpha","en","English (Dub)","16","timing_corrected","792","9570","0.0"
"3","18","subtitles","SubStationAlpha","en","English (Signs & Songs)","17","timing_corrected","792","9202","0.0"
"3","19","subtitles","SubStationAlpha","en","English (Honorifics)","18","timing_corrected","792","9530","0.0"
"3","20","subtitles","SubRip/SRT","es-419","Spanish (Latin America) (Forced)","19","timing_corrected","-63","5","0.0"
"3","21","subtitles","SubRip/SRT","es-419","Spanish (Latin America)","20","timing_corrected","-63","321","0.0"
"3","22","subtitles","SubRip/SRT","es-419","Spanish (Latin America) (Dub)","21","timing_corrected","-63","265","0.0"
"3","23","subtitles","SubRip/SRT","es-ES","Spanish (Spain) (Forced)","22","timing_corrected","-63","5","0.0"
"3","24","subtitles","SubRip/SRT","es-ES","Spanish (Spain)","23","timing_corrected","-63","329","0.0"
"3","25","subtitles","SubRip/SRT","es-ES","Spanish (Spain) (Dub)","24","timing_corrected","-63","282","0.0"
"3","26","subtitles","SubRip/SRT","ar-SA","Arabic (Forced)","25","timing_corrected","-63","5","0.0"
"3","27","subtitles","SubRip/SRT","ar-SA","Arabic","26","timing_corrected","-63","318","0.0"
"3","28","subtitles","SubRip/SRT","fr-FR","French (Forced)","27","timing_corrected","-63","7","0.0"
"3","29","subtitles","SubRip/SRT","fr-FR","French (France)","28","timing_corrected","-63","327","0.0"
"3","30","subtitles","SubRip/SRT","fr-FR","French (Dub)","29","timing_corrected","-63","374","0.0"
"3","31","subtitles","SubRip/SRT","de","German (Forced)","30","timing_corrected","-63","7","0.0"
"3","32","subtitles","SubRip/SRT","de","German","31","timing_corrected","-63","325","0.0"
"3","33","subtitles","SubRip/SRT","de","German (Dub)","32","timing_corrected","-63","277","0.0"
"3","34","subtitles","SubRip/SRT","it","Italian (Forced)","33","timing_corrected","-63","5","0.0"
"3","35","subtitles","SubRip/SRT","it","Italian","34","timing_corrected","-63","327","0.0"
"3","36","subtitles","SubRip/SRT","it","Italian (Dub)","35","timing_corrected","-63","303","0.0"
"3","37","subtitles","SubRip/SRT","ja","Japanese","36","timing_corrected","-63","405","0.0"
"3","38","subtitles","SubRip/SRT","ja","Japanese (SDH)","37","timing_corrected","-64","405","0.0"
"3","39","subtitles","SubRip/SRT","pt-BR","Portuguese (Brazil) (Forced)","38","timing_corrected","-63","5","0.0"
"3","40","subtitles","SubRip/SRT","pt-BR","Portuguese (Brazil)","39","timing_corrected","-63","324","0.0"
"3","41","subtitles","SubRip/SRT","pt-BR","Portuguese (Brazil) (Dub)","40","timing_corrected","-63","286","0.0"
"3","42","subtitles","SubRip/SRT","pt-PT","Portuguese (Portugal)","41","timing_corrected","-63","311","0.0"
"3","43","subtitles","SubRip/SRT","pl","Polish","42","timing_corrected","-63","311","0.0"
"3","44","subtitles","SubRip/SRT","nl","Dutch","43","timing_corrected","-63","323","0.0"
"3","45","subtitles","SubRip/SRT","nb","Norwegian Bokm̴l","44","timing_corrected","-63","322","0.0"
"3","46","subtitles","SubRip/SRT","fi","Finnish","45","timing_corrected","-63","319","0.0"
"3","47","subtitles","SubRip/SRT","fil","Filipino","46","timing_corrected","-63","330","0.0"
"3","48","subtitles","SubRip/SRT","tr","Turkish","47","timing_corrected","-63","323","0.0"
"3","49","subtitles","SubRip/SRT","sv","Swedish","48","timing_corrected","-63","323","0.0"
"3","50","subtitles","SubRip/SRT","el","Greek","49","timing_corrected","-63","324","0.0"
"3","51","subtitles","SubRip/SRT","he","Hebrew","50","timing_corrected","-63","323","0.0"
"3","52","subtitles","SubRip/SRT","ro","Romanian","51","timing_corrected","-63","327","0.0"
"3","53","subtitles","SubRip/SRT","id-ID","Indonesian (Forced)","52","timing_corrected","-63","6","0.0"
"3","54","subtitles","SubRip/SRT","id-ID","Indonesian","53","timing_corrected","-63","328","0.0"
"3","55","subtitles","SubRip/SRT","id-ID","Indonesian (Dub)","54","timing_corrected","-63","301","0.0"
"3","56","subtitles","SubRip/SRT","th-TH","Thai (Forced)","55","timing_corrected","-63","5","0.0"
"3","57","subtitles","SubRip/SRT","th-TH","Thai","56","timing_corrected","-63","327","0.0"
"3","58","subtitles","SubRip/SRT","th-TH","Thai (Dub)","57","timing_corrected","-63","337","0.0"
"3","59","subtitles","SubRip/SRT","ko","Korean","58","timing_corrected","-63","327","0.0"
"3","60","subtitles","SubRip/SRT","da","Danish","59","timing_corrected","-63","325","0.0"
"3","61","subtitles","SubRip/SRT","zh-Hans","Chinese (Simplified)","60","timing_corrected","-63","323","0.0"
"3","62","subtitles","SubRip/SRT","zh-Hant","Chinese (Traditional)","61","timing_corrected","-63","325","0.0"
"3","63","subtitles","SubRip/SRT","vi-VN","Vietnamese","62","timing_corrected","-63","315","0.0"
"3","64","subtitles","SubRip/SRT","uk","Ukrainian","63","timing_corrected","-63","329","0.0"
"3","65","subtitles","SubRip/SRT","hu","Hungarian","64","timing_corrected","-63","325","0.0"
"3","66","subtitles","SubRip/SRT","cs","Czech","65","timing_corrected","-63","321","0.0"
"3","67","subtitles","SubRip/SRT","hr","Croatian","66","timing_corrected","-63","326","0.0"
"3","68","subtitles","SubRip/SRT","ms-MY","Malay","67","timing_corrected","-63","326","0.0"
"3","69","subtitles","SubRip/SRT","hi","Hindi (Forced)","68","timing_corrected","-63","5","0.0"
"3","70","subtitles","SubRip/SRT","hi","Hindi","69","timing_corrected","-63","330","0.0"
"4","1","audio","Opus","ja","Japanese","1","unchanged_timing","0","2232","0.0"
"4","2","audio","Opus","ja","Japanese 2.0 (Blu-ray)","","added","0","",""
"4","3","audio","Opus","en","English","2","timing_corrected","-32","2247","0.0"
"4","4","audio","Opus","es-419","Spanish (Latin America)","3","timing_corrected","-32","2247","0.0"
"4","5","audio","Opus","es-ES","Spanish (Spain)","4","timing_corrected","-59","2246","0.0"
"4","6","audio","Opus","ar-SA","Arabic","5","timing_corrected","-38","2247","0.0"
"4","7","audio","Opus","fr-FR","French (France)","6","timing_corrected","-38","2247","0.0"
"4","8","audio","Opus","de","German","7","timing_corrected","-59","2246","0.0"
"4","9","audio","Opus","it","Italian","8","timing_corrected","-59","2246","0.0"
"4","10","audio","Opus","pt-BR","Portuguese (Brazil)","9","timing_corrected","-59","2246","0.0"
"4","11","audio","Opus","id-ID","Indonesian","10","timing_corrected","-38","2247","0.0"
"4","12","audio","Opus","th-TH","Thai","11","timing_corrected","-38","2247","0.0"
"4","13","audio","Opus","hi","Hindi","12","timing_corrected","-59","2246","0.0"
"4","14","subtitles","SubRip/SRT","en","English (Forced)","13","timing_corrected","-62","3","0.0"
"4","15","subtitles","SubStationAlpha","en","English","14","timing_corrected","502","5290","0.0"
"4","16","subtitles","SubRip/SRT","en","English (SDH)","15","timing_corrected","-62","514","0.0"
"4","17","subtitles","SubStationAlpha","en","English (Dub)","16","timing_corrected","502","5346","0.0"
"4","18","subtitles","SubStationAlpha","en","English (Signs & Songs)","17","timing_corrected","502","4869","0.0"
"4","19","subtitles","SubStationAlpha","en","English (Honorifics)","18","timing_corrected","502","5290","0.0"
"4","20","subtitles","SubRip/SRT","es-419","Spanish (Latin America) (Forced)","19","timing_corrected","-62","2","0.0"
"4","21","subtitles","SubRip/SRT","es-419","Spanish (Latin America)","20","timing_corrected","-62","411","0.0"
"4","22","subtitles","SubRip/SRT","es-419","Spanish (Latin America) (Dub)","21","timing_corrected","-62","329","0.0"
"4","23","subtitles","SubRip/SRT","es-ES","Spanish (Spain) (Forced)","22","timing_corrected","-62","2","0.0"
"4","24","subtitles","SubRip/SRT","es-ES","Spanish (Spain)","23","timing_corrected","-62","412","0.0"
"4","25","subtitles","SubRip/SRT","es-ES","Spanish (Spain) (Dub)","24","timing_corrected","-62","359","0.0"
"4","26","subtitles","SubRip/SRT","ar-SA","Arabic (Forced)","25","timing_corrected","-62","4","0.0"
"4","27","subtitles","SubRip/SRT","ar-SA","Arabic","26","timing_corrected","-62","408","0.0"
"4","28","subtitles","SubRip/SRT","fr-FR","French (Forced)","27","timing_corrected","-62","3","0.0"
"4","29","subtitles","SubRip/SRT","fr-FR","French (France)","28","timing_corrected","-62","415","0.0"
"4","30","subtitles","SubRip/SRT","fr-FR","French (Dub)","29","timing_corrected","-62","504","0.0"
"4","31","subtitles","SubRip/SRT","de","German (Forced)","30","timing_corrected","-62","3","0.0"
"4","32","subtitles","SubRip/SRT","de","German","31","timing_corrected","-62","414","0.0"
"4","33","subtitles","SubRip/SRT","de","German (Dub)","32","timing_corrected","-62","365","0.0"
"4","34","subtitles","SubRip/SRT","it","Italian (Forced)","33","timing_corrected","-62","2","0.0"
"4","35","subtitles","SubRip/SRT","it","Italian","34","timing_corrected","-62","410","0.0"
"4","36","subtitles","SubRip/SRT","it","Italian (Dub)","35","timing_corrected","-62","380","0.0"
"4","37","subtitles","SubRip/SRT","ja","Japanese","36","timing_corrected","-63","451","0.0"
"4","38","subtitles","SubRip/SRT","ja","Japanese (SDH)","37","timing_corrected","-63","451","0.0"
"4","39","subtitles","SubRip/SRT","pt-BR","Portuguese (Brazil)","38","timing_corrected","-62","410","0.0"
"4","40","subtitles","SubRip/SRT","pt-PT","Portuguese (Portugal)","39","timing_corrected","-62","397","0.0"
"4","41","subtitles","SubRip/SRT","pl","Polish","40","timing_corrected","-62","396","0.0"
"4","42","subtitles","SubRip/SRT","nl","Dutch","41","timing_corrected","-62","404","0.0"
"4","43","subtitles","SubRip/SRT","nb","Norwegian Bokm̴l","42","timing_corrected","-62","408","0.0"
"4","44","subtitles","SubRip/SRT","fi","Finnish","43","timing_corrected","-62","405","0.0"
"4","45","subtitles","SubRip/SRT","fil","Filipino","44","timing_corrected","-62","425","0.0"
"4","46","subtitles","SubRip/SRT","tr","Turkish","45","timing_corrected","-62","409","0.0"
"4","47","subtitles","SubRip/SRT","sv","Swedish","46","timing_corrected","-62","409","0.0"
"4","48","subtitles","SubRip/SRT","el","Greek","47","timing_corrected","-62","409","0.0"
"4","49","subtitles","SubRip/SRT","he","Hebrew","48","timing_corrected","-62","411","0.0"
"4","50","subtitles","SubRip/SRT","ro","Romanian","49","timing_corrected","-62","413","0.0"
"4","51","subtitles","SubRip/SRT","id-ID","Indonesian (Forced)","50","timing_corrected","-62","3","0.0"
"4","52","subtitles","SubRip/SRT","id-ID","Indonesian","51","timing_corrected","-62","410","0.0"
"4","53","subtitles","SubRip/SRT","id-ID","Indonesian (Dub)","52","timing_corrected","-62","367","0.0"
"4","54","subtitles","SubRip/SRT","th-TH","Thai (Forced)","53","timing_corrected","-62","2","0.0"
"4","55","subtitles","SubRip/SRT","th-TH","Thai","54","timing_corrected","-62","411","0.0"
"4","56","subtitles","SubRip/SRT","th-TH","Thai (Dub)","55","timing_corrected","-62","385","0.0"
"4","57","subtitles","SubRip/SRT","ko","Korean","56","timing_corrected","-62","412","0.0"
"4","58","subtitles","SubRip/SRT","da","Danish","57","timing_corrected","-62","411","0.0"
"4","59","subtitles","SubRip/SRT","zh-Hans","Chinese (Simplified)","58","timing_corrected","-62","412","0.0"
"4","60","subtitles","SubRip/SRT","zh-Hant","Chinese (Traditional)","59","timing_corrected","-62","416","0.0"
"4","61","subtitles","SubRip/SRT","vi-VN","Vietnamese","60","timing_corrected","-62","402","0.0"
"4","62","subtitles","SubRip/SRT","uk","Ukrainian","61","timing_corrected","-62","410","0.0"
"4","63","subtitles","SubRip/SRT","hu","Hungarian","62","timing_corrected","-62","410","0.0"
"4","64","subtitles","SubRip/SRT","cs","Czech","63","timing_corrected","-62","412","0.0"
"4","65","subtitles","SubRip/SRT","hr","Croatian","64","timing_corrected","-62","412","0.0"
"4","66","subtitles","SubRip/SRT","ms-MY","Malay","65","timing_corrected","-62","405","0.0"
"4","67","subtitles","SubRip/SRT","hi","Hindi (Forced)","66","timing_corrected","-62","2","0.0"
"4","68","subtitles","SubRip/SRT","hi","Hindi","67","timing_corrected","-62","417","0.0"
"5","1","audio","Opus","ja","Japanese","1","unchanged_timing","0","2232","0.0"
"5","2","audio","Opus","ja","Japanese 2.0 (Blu-ray)","","added","0","",""
"5","3","audio","Opus","en","English","2","timing_corrected","388","2229","0.0"
"5","4","audio","Opus","es-419","Spanish (Latin America)","3","timing_corrected","411","2228","0.0"
"5","5","audio","Opus","es-ES","Spanish (Spain)","4","timing_corrected","365","2230","0.0"
"5","6","audio","Opus","ar-SA","Arabic","5","timing_corrected","388","2229","0.0"
"5","7","audio","Opus","fr-FR","French (France)","6","timing_corrected","388","2229","0.0"
"5","8","audio","Opus","de","German","7","timing_corrected","388","2229","0.0"
"5","9","audio","Opus","it","Italian","8","timing_corrected","365","2230","0.0"
"5","10","audio","Opus","pt-BR","Portuguese (Brazil)","9","timing_corrected","365","2230","0.0"
"5","11","audio","Opus","id-ID","Indonesian","10","timing_corrected","388","2229","0.0"
"5","12","audio","Opus","th-TH","Thai","11","timing_corrected","388","2229","0.0"
